,stamp,lon,lat,speed
697,2021-11-07 16:05:15.992,,,
698,2021-11-07 16:05:16.224,,,
699,2021-11-07 16:05:16.465,,,
700,2021-11-07 16:05:16.707,,,
701,2021-11-07 16:05:16.949,,,
702,2021-11-07 16:05:17.191,,,
703,2021-11-07 16:05:17.422,,,
704,2021-11-07 16:05:17.664,,,
705,2021-11-07 16:05:17.906,,,
706,2021-11-07 16:05:18.147,,,
707,2021-11-07 16:05:18.389,,,
708,2021-11-07 16:05:18.631,,,
709,2021-11-07 16:05:18.863,,,
710,2021-11-07 16:05:19.104,,,
711,2021-11-07 16:05:19.346,,,
712,2021-11-07 16:05:19.588,,,
713,2021-11-07 16:05:19.830,,,
714,2021-11-07 16:05:20.071,,,
715,2021-11-07 16:05:20.303,,,
716,2021-11-07 16:05:20.545,,,
717,2021-11-07 16:05:20.787,,,
718,2021-11-07 16:05:21.028,,,
719,2021-11-07 16:05:21.270,,,
720,2021-11-07 16:05:21.512,,,
721,2021-11-07 16:05:21.743,,,
722,2021-11-07 16:05:21.995,,,
723,2021-11-07 16:05:22.227,,,
724,2021-11-07 16:05:22.469,,,
725,2021-11-07 16:05:22.710,,,
726,2021-11-07 16:05:22.952,,,
727,2021-11-07 16:05:23.184,,,
728,2021-11-07 16:05:23.426,,,
729,2021-11-07 16:05:23.667,,,
730,2021-11-07 16:05:23.909,,,
731,2021-11-07 16:05:24.151,,,
732,2021-11-07 16:05:24.383,,,
733,2021-11-07 16:05:24.624,,,
734,2021-11-07 16:05:24.866,,,
735,2021-11-07 16:05:25.108,,,
736,2021-11-07 16:05:25.350,,,
737,2021-11-07 16:05:25.591,,,
738,2021-11-07 16:05:25.823,,,
739,2021-11-07 16:05:26.065,,,
740,2021-11-07 16:05:26.306,,,
741,2021-11-07 16:05:26.548,,,
742,2021-11-07 16:05:26.790,,,
743,2021-11-07 16:05:27.032,,,
744,2021-11-07 16:05:27.263,,,
745,2021-11-07 16:05:27.505,,,
746,2021-11-07 16:05:27.747,,,
747,2021-11-07 16:05:27.999,,,
748,2021-11-07 16:05:28.230,,,
749,2021-11-07 16:05:28.472,,,
750,2021-11-07 16:05:28.704,,,
751,2021-11-07 16:05:28.946,,,
752,2021-11-07 16:05:29.187,,,
753,2021-11-07 16:05:29.429,,,
754,2021-11-07 16:05:29.671,,,
755,2021-11-07 16:05:29.913,,,
756,2021-11-07 16:05:30.144,,,
757,2021-11-07 16:05:30.386,,,
758,2021-11-07 16:05:30.628,,,
759,2021-11-07 16:05:30.869,,,
760,2021-11-07 16:05:31.111,,,
761,2021-11-07 16:05:31.343,,,
762,2021-11-07 16:05:31.585,,,
763,2021-11-07 16:05:31.826,,,
764,2021-11-07 16:05:32.068,,,
765,2021-11-07 16:05:32.310,,,
766,2021-11-07 16:05:32.552,,,
767,2021-11-07 16:05:32.783,,,
768,2021-11-07 16:05:33.035,,,
769,2021-11-07 16:05:33.267,,,
770,2021-11-07 16:05:33.509,,,
771,2021-11-07 16:05:33.750,,,
772,2021-11-07 16:05:33.992,,,
773,2021-11-07 16:05:34.224,,,
774,2021-11-07 16:05:34.465,,,
775,2021-11-07 16:05:34.707,,,
776,2021-11-07 16:05:34.949,,,
777,2021-11-07 16:05:35.191,,,
778,2021-11-07 16:05:35.432,,,
779,2021-11-07 16:05:35.664,,,
780,2021-11-07 16:05:35.906,,,
781,2021-11-07 16:05:36.148,,,
782,2021-11-07 16:05:36.389,,,
783,2021-11-07 16:05:36.631,,,
784,2021-11-07 16:05:36.863,,,
785,2021-11-07 16:05:37.105,,,
786,2021-11-07 16:05:37.346,,,
787,2021-11-07 16:05:37.588,,,
788,2021-11-07 16:05:37.830,,,
789,2021-11-07 16:05:38.072,,,
790,2021-11-07 16:05:38.303,,,
791,2021-11-07 16:05:38.545,,,
792,2021-11-07 16:05:38.787,,,
793,2021-11-07 16:05:39.028,,,
794,2021-11-07 16:05:39.270,,,
795,2021-11-07 16:05:39.512,,,
796,2021-11-07 16:05:39.744,,,
797,2021-11-07 16:05:39.995,,,
798,2021-11-07 16:05:40.227,,,
799,2021-11-07 16:05:40.469,,,
800,2021-11-07 16:05:40.711,,,
801,2021-11-07 16:05:40.952,,,
802,2021-11-07 16:05:41.184,,,
803,2021-11-07 16:05:41.426,,,
804,2021-11-07 16:05:41.668,,,
805,2021-11-07 16:05:41.909,,,
806,2021-11-07 16:05:42.151,,,
807,2021-11-07 16:05:42.393,,,
808,2021-11-07 16:05:42.624,,,
809,2021-11-07 16:05:42.866,,,
810,2021-11-07 16:05:43.108,,,
811,2021-11-07 16:05:43.350,,,
812,2021-11-07 16:05:43.591,,,
813,2021-11-07 16:05:43.833,,,
814,2021-11-07 16:05:44.065,,,
815,2021-11-07 16:05:44.307,,,
816,2021-11-07 16:05:44.548,,,
817,2021-11-07 16:05:44.790,,,
818,2021-11-07 16:05:45.032,,,
819,2021-11-07 16:05:45.274,,,
820,2021-11-07 16:05:45.505,,,
821,2021-11-07 16:05:45.747,,,
822,2021-11-07 16:05:45.999,,,
823,2021-11-07 16:05:46.231,,,
824,2021-11-07 16:05:46.472,,,
825,2021-11-07 16:05:46.704,,,
826,2021-11-07 16:05:46.946,,,
827,2021-11-07 16:05:47.187,,,
828,2021-11-07 16:05:47.429,,,
829,2021-11-07 16:05:47.671,,,
830,2021-11-07 16:05:47.913,,,
831,2021-11-07 16:05:48.144,,,
832,2021-11-07 16:05:48.386,,,
833,2021-11-07 16:05:48.628,,,
834,2021-11-07 16:05:48.870,,,
835,2021-11-07 16:05:49.111,,,
836,2021-11-07 16:05:49.353,,,
837,2021-11-07 16:05:49.585,,,
838,2021-11-07 16:05:49.827,,,
839,2021-11-07 16:05:50.068,,,
840,2021-11-07 16:05:50.310,,,
841,2021-11-07 16:05:50.552,,,
842,2021-11-07 16:05:50.783,,,
843,2021-11-07 16:05:51.025,,,
844,2021-11-07 16:05:51.267,,,
845,2021-11-07 16:05:51.509,,,
846,2021-11-07 16:05:51.750,,,
847,2021-11-07 16:05:51.992,,,
848,2021-11-07 16:05:52.224,,,
849,2021-11-07 16:05:52.466,,,
850,2021-11-07 16:05:52.707,,,
851,2021-11-07 16:05:52.949,,,
852,2021-11-07 16:05:53.191,,,
853,2021-11-07 16:05:53.433,,,
854,2021-11-07 16:05:53.664,,,
855,2021-11-07 16:05:53.906,,,
856,2021-11-07 16:05:54.148,,,
857,2021-11-07 16:05:54.390,,,
858,2021-11-07 16:05:54.631,,,
859,2021-11-07 16:05:54.873,,,
860,2021-11-07 16:05:55.105,,,
861,2021-11-07 16:05:55.346,,,
862,2021-11-07 16:05:55.588,,,
863,2021-11-07 16:05:55.830,,,
864,2021-11-07 16:05:56.072,,,
865,2021-11-07 16:05:56.313,,,
866,2021-11-07 16:05:56.545,,,
867,2021-11-07 16:05:56.787,,,
868,2021-11-07 16:05:57.029,,,
869,2021-11-07 16:05:57.270,,,
870,2021-11-07 16:05:57.512,,,
871,2021-11-07 16:05:57.754,,,
872,2021-11-07 16:05:57.996,,,
873,2021-11-07 16:05:58.227,,,
874,2021-11-07 16:05:58.469,,,
875,2021-11-07 16:05:58.711,,,
876,2021-11-07 16:05:58.952,,,
877,2021-11-07 16:05:59.194,,,
878,2021-11-07 16:05:59.426,,,
879,2021-11-07 16:05:59.668,,,
880,2021-11-07 16:05:59.909,,,
881,2021-11-07 16:06:00.151,,,
882,2021-11-07 16:06:00.393,,,
883,2021-11-07 16:06:00.625,,,
884,2021-11-07 16:06:00.866,,,
885,2021-11-07 16:06:01.108,,,
886,2021-11-07 16:06:01.350,,,
887,2021-11-07 16:06:01.592,,,
888,2021-11-07 16:06:01.833,,,
889,2021-11-07 16:06:02.065,,,
890,2021-11-07 16:06:02.307,,,
891,2021-11-07 16:06:02.549,,,
892,2021-11-07 16:06:02.790,,,
893,2021-11-07 16:06:03.032,,,
894,2021-11-07 16:06:03.274,,,
895,2021-11-07 16:06:03.505,,,
896,2021-11-07 16:06:03.747,,,
897,2021-11-07 16:06:03.999,,,
898,2021-11-07 16:06:04.231,,,
899,2021-11-07 16:06:04.472,,,
900,2021-11-07 16:06:04.714,,,
901,2021-11-07 16:06:04.946,,,
902,2021-11-07 16:06:05.188,,,
903,2021-11-07 16:06:05.429,,,
904,2021-11-07 16:06:05.671,,,
905,2021-11-07 16:06:05.913,,,
906,2021-11-07 16:06:06.145,,,
907,2021-11-07 16:06:06.386,,,
908,2021-11-07 16:06:06.628,,,
909,2021-11-07 16:06:06.870,,,
910,2021-11-07 16:06:07.111,,,
911,2021-11-07 16:06:07.353,,,
912,2021-11-07 16:06:07.595,,,
913,2021-11-07 16:06:07.827,,,
914,2021-11-07 16:06:08.068,,,
915,2021-11-07 16:06:08.310,,,
916,2021-11-07 16:06:08.552,,,
917,2021-11-07 16:06:08.794,,,
918,2021-11-07 16:06:09.035,,,
919,2021-11-07 16:06:09.267,,,
920,2021-11-07 16:06:09.509,,,
921,2021-11-07 16:06:09.751,,,
922,2021-11-07 16:06:09.992,,,
923,2021-11-07 16:06:10.234,,,
924,2021-11-07 16:06:10.466,,,
925,2021-11-07 16:06:10.707,,,
926,2021-11-07 16:06:10.949,,,
927,2021-11-07 16:06:11.191,,,
928,2021-11-07 16:06:11.433,,,
929,2021-11-07 16:06:11.674,,,
930,2021-11-07 16:06:11.906,,,
931,2021-11-07 16:06:12.148,,,
932,2021-11-07 16:06:12.390,,,
933,2021-11-07 16:06:12.631,,,
934,2021-11-07 16:06:12.873,,,
935,2021-11-07 16:06:13.115,,,
936,2021-11-07 16:06:13.347,,,
937,2021-11-07 16:06:13.588,,,
938,2021-11-07 16:06:13.830,,,
939,2021-11-07 16:06:14.072,,,
940,2021-11-07 16:06:14.314,,,
941,2021-11-07 16:06:14.545,,,
942,2021-11-07 16:06:14.787,,,
943,2021-11-07 16:06:15.029,,,
944,2021-11-07 16:06:15.270,,,
945,2021-11-07 16:06:15.512,,,
946,2021-11-07 16:06:15.754,,,
947,2021-11-07 16:06:15.996,,,
948,2021-11-07 16:06:16.227,,,
949,2021-11-07 16:06:16.469,,,
950,2021-11-07 16:06:16.711,,,
951,2021-11-07 16:06:16.953,,,
952,2021-11-07 16:06:17.194,,,
953,2021-11-07 16:06:17.426,,,
954,2021-11-07 16:06:17.668,,,
955,2021-11-07 16:06:17.910,,,
956,2021-11-07 16:06:18.151,,,
957,2021-11-07 16:06:18.393,,,
958,2021-11-07 16:06:18.635,,,
959,2021-11-07 16:06:18.866,,,
960,2021-11-07 16:06:19.108,,,
961,2021-11-07 16:06:19.350,,,
962,2021-11-07 16:06:19.592,,,
963,2021-11-07 16:06:19.833,,,
964,2021-11-07 16:06:20.075,,,
965,2021-11-07 16:06:20.307,,,
966,2021-11-07 16:06:20.549,,,
967,2021-11-07 16:06:20.790,,,
968,2021-11-07 16:06:21.032,,,
969,2021-11-07 16:06:21.274,,,
970,2021-11-07 16:06:21.516,,,
971,2021-11-07 16:06:21.747,,,
972,2021-11-07 16:06:21.999,,,
973,2021-11-07 16:06:22.231,,,
974,2021-11-07 16:06:22.473,,,
975,2021-11-07 16:06:22.714,,,
976,2021-11-07 16:06:22.946,,,
977,2021-11-07 16:06:23.188,,,
978,2021-11-07 16:06:23.429,,,
979,2021-11-07 16:06:23.671,,,
980,2021-11-07 16:06:23.913,,,
981,2021-11-07 16:06:24.155,,,
982,2021-11-07 16:06:24.386,,,
983,2021-11-07 16:06:24.628,,,
984,2021-11-07 16:06:24.870,,,
985,2021-11-07 16:06:25.112,,,
986,2021-11-07 16:06:25.353,,,
987,2021-11-07 16:06:25.585,,,
988,2021-11-07 16:06:25.827,,,
989,2021-11-07 16:06:26.069,,,
990,2021-11-07 16:06:26.310,,,
991,2021-11-07 16:06:26.552,,,
992,2021-11-07 16:06:26.794,,,
993,2021-11-07 16:06:27.036,,,
994,2021-11-07 16:06:27.267,,,
995,2021-11-07 16:06:27.509,,,
996,2021-11-07 16:06:27.751,,,
997,2021-11-07 16:06:27.992,,,
998,2021-11-07 16:06:28.234,,,
999,2021-11-07 16:06:28.466,,,
1000,2021-11-07 16:06:28.708,,,
1001,2021-11-07 16:06:28.949,,,
1002,2021-11-07 16:06:29.191,,,
1003,2021-11-07 16:06:29.433,,,
1004,2021-11-07 16:06:29.675,,,
1005,2021-11-07 16:06:29.906,,,
1006,2021-11-07 16:06:30.148,,,
1007,2021-11-07 16:06:30.390,,,
1008,2021-11-07 16:06:30.632,,,
1009,2021-11-07 16:06:30.873,,,
1010,2021-11-07 16:06:31.115,,,
1011,2021-11-07 16:06:31.347,,,
1012,2021-11-07 16:06:31.588,,,
1013,2021-11-07 16:06:31.830,,,
1014,2021-11-07 16:06:32.072,,,
1015,2021-11-07 16:06:32.314,,,
1016,2021-11-07 16:06:32.555,,,
1017,2021-11-07 16:06:32.787,,,
1018,2021-11-07 16:06:33.039,,,
1019,2021-11-07 16:06:33.271,,,
1020,2021-11-07 16:06:33.512,,,
1021,2021-11-07 16:06:33.754,,,
1022,2021-11-07 16:06:33.996,,,
1023,2021-11-07 16:06:34.228,,,
1024,2021-11-07 16:06:34.469,,,
1025,2021-11-07 16:06:34.711,,,
1026,2021-11-07 16:06:34.953,,,
1027,2021-11-07 16:06:35.195,,,
1028,2021-11-07 16:06:35.426,,,
1029,2021-11-07 16:06:35.668,,,
1030,2021-11-07 16:06:35.910,,,
1031,2021-11-07 16:06:36.151,,,
1032,2021-11-07 16:06:36.393,,,
1033,2021-11-07 16:06:36.635,,,
1034,2021-11-07 16:06:36.867,,,
1035,2021-11-07 16:06:37.108,,,
1036,2021-11-07 16:06:37.350,,,
1037,2021-11-07 16:06:37.592,,,
1038,2021-11-07 16:06:37.834,,,
1039,2021-11-07 16:06:38.075,,,
1040,2021-11-07 16:06:38.307,,,
1041,2021-11-07 16:06:38.549,,,
1042,2021-11-07 16:06:38.791,,,
1043,2021-11-07 16:06:39.032,,,
1044,2021-11-07 16:06:39.274,,,
1045,2021-11-07 16:06:39.516,,,
1046,2021-11-07 16:06:39.747,,,
1047,2021-11-07 16:06:39.999,,,
1048,2021-11-07 16:06:40.231,,,
1049,2021-11-07 16:06:40.473,,,
1050,2021-11-07 16:06:40.714,,,
1051,2021-11-07 16:06:40.956,,,
1052,2021-11-07 16:06:41.188,,,
1053,2021-11-07 16:06:41.430,,,
1054,2021-11-07 16:06:41.671,,,
1055,2021-11-07 16:06:41.913,,,
1056,2021-11-07 16:06:42.155,,,
1057,2021-11-07 16:06:42.387,,,
1058,2021-11-07 16:06:42.628,,,
1059,2021-11-07 16:06:42.870,,,
1060,2021-11-07 16:06:43.112,,,
1061,2021-11-07 16:06:43.354,,,
1062,2021-11-07 16:06:43.595,,,
1063,2021-11-07 16:06:43.827,,,
1064,2021-11-07 16:06:44.069,,,
1065,2021-11-07 16:06:44.310,,,
1066,2021-11-07 16:06:44.552,,,
1067,2021-11-07 16:06:44.794,,,
1068,2021-11-07 16:06:45.036,,,
1069,2021-11-07 16:06:45.267,,,
1070,2021-11-07 16:06:45.509,,,
1071,2021-11-07 16:06:45.751,,,
1072,2021-11-07 16:06:46.003,,,
1073,2021-11-07 16:06:46.234,,,
1074,2021-11-07 16:06:46.476,,,
1075,2021-11-07 16:06:46.708,,,
1076,2021-11-07 16:06:46.950,,,
1077,2021-11-07 16:06:47.191,,,
1078,2021-11-07 16:06:47.433,,,
1079,2021-11-07 16:06:47.675,,,
1080,2021-11-07 16:06:47.917,,,
1081,2021-11-07 16:06:48.148,,,
1082,2021-11-07 16:06:48.390,,,
1083,2021-11-07 16:06:48.632,,,
1084,2021-11-07 16:06:48.873,,,
1085,2021-11-07 16:06:49.115,,,
1086,2021-11-07 16:06:49.357,,,
1087,2021-11-07 16:06:49.589,,,
1088,2021-11-07 16:06:49.830,,,
1089,2021-11-07 16:06:50.072,,,
1090,2021-11-07 16:06:50.314,,,
1091,2021-11-07 16:06:50.556,,,
1092,2021-11-07 16:06:50.787,,,
1093,2021-11-07 16:06:51.029,,,
1094,2021-11-07 16:06:51.271,,,
1095,2021-11-07 16:06:51.513,,,
1096,2021-11-07 16:06:51.754,,,
1097,2021-11-07 16:06:51.996,,,
1098,2021-11-07 16:06:52.228,,,
1099,2021-11-07 16:06:52.469,,,
1100,2021-11-07 16:06:52.711,,,
1101,2021-11-07 16:06:52.953,,,
1102,2021-11-07 16:06:53.195,,,
1103,2021-11-07 16:06:53.436,,,
1104,2021-11-07 16:06:53.668,,,
1105,2021-11-07 16:06:53.910,,,
1106,2021-11-07 16:06:54.152,,,
1107,2021-11-07 16:06:54.393,,,
1108,2021-11-07 16:06:54.635,,,
1109,2021-11-07 16:06:54.877,,,
1110,2021-11-07 16:06:55.119,,,
1111,2021-11-07 16:06:55.350,,,
1112,2021-11-07 16:06:55.592,,,
1113,2021-11-07 16:06:55.834,,,
1114,2021-11-07 16:06:56.076,,,
1115,2021-11-07 16:06:56.317,,,
1116,2021-11-07 16:06:56.549,,,
1117,2021-11-07 16:06:56.791,,,
1118,2021-11-07 16:06:57.032,,,
1119,2021-11-07 16:06:57.274,,,
1120,2021-11-07 16:06:57.516,,,
1121,2021-11-07 16:06:57.748,,,
1122,2021-11-07 16:06:57.999,,,
1123,2021-11-07 16:06:58.231,,,
1124,2021-11-07 16:06:58.473,,,
1125,2021-11-07 16:06:58.715,,,
1126,2021-11-07 16:06:58.956,,,
1127,2021-11-07 16:06:59.188,,,
1128,2021-11-07 16:06:59.430,,,
1129,2021-11-07 16:06:59.672,,,
1130,2021-11-07 16:06:59.913,,,
1131,2021-11-07 16:07:00.155,,,
1132,2021-11-07 16:07:00.397,,,
1133,2021-11-07 16:07:00.628,,,
1134,2021-11-07 16:07:00.870,,,
1135,2021-11-07 16:07:01.112,,,
1136,2021-11-07 16:07:01.354,,,
1137,2021-11-07 16:07:01.595,,,
1138,2021-11-07 16:07:01.837,,,
1139,2021-11-07 16:07:02.069,,,
1140,2021-11-07 16:07:02.311,,,
1141,2021-11-07 16:07:02.552,,,
1142,2021-11-07 16:07:02.794,,,
1143,2021-11-07 16:07:03.036,,,
1144,2021-11-07 16:07:03.278,,,
1145,2021-11-07 16:07:03.509,,,
1146,2021-11-07 16:07:03.751,,,
1147,2021-11-07 16:07:04.003,,,
1148,2021-11-07 16:07:04.235,,,
1149,2021-11-07 16:07:04.476,,,
1150,2021-11-07 16:07:04.718,,,
1151,2021-11-07 16:07:04.950,,,
1152,2021-11-07 16:07:05.191,,,
1153,2021-11-07 16:07:05.433,,,
1154,2021-11-07 16:07:05.675,,,
1155,2021-11-07 16:07:05.917,,,
1156,2021-11-07 16:07:06.148,,,
1157,2021-11-07 16:07:06.390,,,
1158,2021-11-07 16:07:06.632,,,
1159,2021-11-07 16:07:06.874,,,
1160,2021-11-07 16:07:07.115,,,
1161,2021-11-07 16:07:07.357,,,
1162,2021-11-07 16:07:07.589,,,
1163,2021-11-07 16:07:07.831,,,
1164,2021-11-07 16:07:08.072,,,
1165,2021-11-07 16:07:08.314,,,
1166,2021-11-07 16:07:08.556,,,
1167,2021-11-07 16:07:08.798,,,
1168,2021-11-07 16:07:09.039,,,
1169,2021-11-07 16:07:09.271,,,
1170,2021-11-07 16:07:09.513,,,
1171,2021-11-07 16:07:09.754,,,
1172,2021-11-07 16:07:09.996,,,
1173,2021-11-07 16:07:10.238,,,
1174,2021-11-07 16:07:10.470,,,
1175,2021-11-07 16:07:10.711,,,
1176,2021-11-07 16:07:10.953,,,
1177,2021-11-07 16:07:11.195,,,
1178,2021-11-07 16:07:11.437,,,
1179,2021-11-07 16:07:11.678,,,
1180,2021-11-07 16:07:11.910,,,
1181,2021-11-07 16:07:12.152,,,
1182,2021-11-07 16:07:12.394,,,
1183,2021-11-07 16:07:12.635,,,
1184,2021-11-07 16:07:12.877,,,
1185,2021-11-07 16:07:13.119,,,
1186,2021-11-07 16:07:13.350,,,
1187,2021-11-07 16:07:13.592,,,
1188,2021-11-07 16:07:13.834,,,
1189,2021-11-07 16:07:14.076,,,
1190,2021-11-07 16:07:14.317,,,
1191,2021-11-07 16:07:14.549,,,
1192,2021-11-07 16:07:14.791,,,
1193,2021-11-07 16:07:15.033,,,
1194,2021-11-07 16:07:15.274,,,
1195,2021-11-07 16:07:15.516,,,
1196,2021-11-07 16:07:15.758,,,
1197,2021-11-07 16:07:16.000,,,
1198,2021-11-07 16:07:16.231,,,
1199,2021-11-07 16:07:16.473,,,
1200,2021-11-07 16:07:16.715,,,
1201,2021-11-07 16:07:16.957,,,
1202,2021-11-07 16:07:17.198,,,
1203,2021-11-07 16:07:17.440,,,
1204,2021-11-07 16:07:17.672,,,
1205,2021-11-07 16:07:17.913,,,
1206,2021-11-07 16:07:18.155,,,
1207,2021-11-07 16:07:18.397,,,
1208,2021-11-07 16:07:18.639,,,
1209,2021-11-07 16:07:18.870,,,
1210,2021-11-07 16:07:19.112,,,
1211,2021-11-07 16:07:19.354,,,
1212,2021-11-07 16:07:19.596,,,
1213,2021-11-07 16:07:19.837,,,
1214,2021-11-07 16:07:20.079,,,
1215,2021-11-07 16:07:20.311,,,
1216,2021-11-07 16:07:20.553,,,
1217,2021-11-07 16:07:20.794,,,
1218,2021-11-07 16:07:21.036,,,
1219,2021-11-07 16:07:21.278,,,
1220,2021-11-07 16:07:21.509,,,
1221,2021-11-07 16:07:21.751,,,
1222,2021-11-07 16:07:22.003,,,
1223,2021-11-07 16:07:22.235,,,
1224,2021-11-07 16:07:22.476,,,
1225,2021-11-07 16:07:22.718,,,
1226,2021-11-07 16:07:22.950,,,
1227,2021-11-07 16:07:23.192,,,
1228,2021-11-07 16:07:23.433,,,
1229,2021-11-07 16:07:23.675,,,
1230,2021-11-07 16:07:23.917,,,
1231,2021-11-07 16:07:24.159,,,
1232,2021-11-07 16:07:24.390,,,
1233,2021-11-07 16:07:24.632,,,
1234,2021-11-07 16:07:24.874,,,
1235,2021-11-07 16:07:25.116,,,
1236,2021-11-07 16:07:25.357,,,
1237,2021-11-07 16:07:25.599,,,
1238,2021-11-07 16:07:25.831,,,
1239,2021-11-07 16:07:26.072,,,
1240,2021-11-07 16:07:26.314,,,
1241,2021-11-07 16:07:26.556,,,
1242,2021-11-07 16:07:26.798,,,
1243,2021-11-07 16:07:27.039,,,
1244,2021-11-07 16:07:27.271,,,
1245,2021-11-07 16:07:27.513,,,
1246,2021-11-07 16:07:27.755,,,
1247,2021-11-07 16:07:27.996,,,
1248,2021-11-07 16:07:28.238,,,
1249,2021-11-07 16:07:28.470,,,
1250,2021-11-07 16:07:28.712,,,
1251,2021-11-07 16:07:28.953,,,
1252,2021-11-07 16:07:29.195,,,
1253,2021-11-07 16:07:29.437,,,
1254,2021-11-07 16:07:29.679,,,
1255,2021-11-07 16:07:29.910,,,
1256,2021-11-07 16:07:30.152,,,
1257,2021-11-07 16:07:30.394,,,
1258,2021-11-07 16:07:30.635,,,
1259,2021-11-07 16:07:30.877,,,
1260,2021-11-07 16:07:31.119,,,
1261,2021-11-07 16:07:31.351,,,
1262,2021-11-07 16:07:31.592,,,
1263,2021-11-07 16:07:31.834,,,
1264,2021-11-07 16:07:32.076,,,
1265,2021-11-07 16:07:32.318,,,
1266,2021-11-07 16:07:32.559,,,
1267,2021-11-07 16:07:32.791,,,
1268,2021-11-07 16:07:33.043,,,
1269,2021-11-07 16:07:33.275,,,
1270,2021-11-07 16:07:33.516,,,
1271,2021-11-07 16:07:33.758,,,
1272,2021-11-07 16:07:34.000,,,
1273,2021-11-07 16:07:34.231,,,
1274,2021-11-07 16:07:34.473,,,
1275,2021-11-07 16:07:34.715,,,
1276,2021-11-07 16:07:34.957,,,
1277,2021-11-07 16:07:35.198,,,
1278,2021-11-07 16:07:35.430,,,
1279,2021-11-07 16:07:35.672,,,
1280,2021-11-07 16:07:35.914,,,
1281,2021-11-07 16:07:36.155,,,
1282,2021-11-07 16:07:36.397,,,
1283,2021-11-07 16:07:36.639,,,
1284,2021-11-07 16:07:36.871,,,
1285,2021-11-07 16:07:37.112,,,
1286,2021-11-07 16:07:37.354,,,
1287,2021-11-07 16:07:37.596,,,
1288,2021-11-07 16:07:37.838,,,
1289,2021-11-07 16:07:38.079,,,
1290,2021-11-07 16:07:38.311,,,
1291,2021-11-07 16:07:38.553,,,
1292,2021-11-07 16:07:38.794,,,
1293,2021-11-07 16:07:39.036,,,
1294,2021-11-07 16:07:39.278,,,
1295,2021-11-07 16:07:39.520,,,
1296,2021-11-07 16:07:39.751,,,
1297,2021-11-07 16:07:40.003,,,
1298,2021-11-07 16:07:40.235,,,
1299,2021-11-07 16:07:40.477,,,
1300,2021-11-07 16:07:40.718,,,
1301,2021-11-07 16:07:40.960,,,
1302,2021-11-07 16:07:41.192,,,
1303,2021-11-07 16:07:41.434,,,
1304,2021-11-07 16:07:41.675,,,
1305,2021-11-07 16:07:41.917,,,
1306,2021-11-07 16:07:42.159,,,
1307,2021-11-07 16:07:42.390,,,
1308,2021-11-07 16:07:42.632,,,
1309,2021-11-07 16:07:42.874,,,
1310,2021-11-07 16:07:43.116,,,
1311,2021-11-07 16:07:43.357,,,
1312,2021-11-07 16:07:43.599,,,
1313,2021-11-07 16:07:43.831,,,
1314,2021-11-07 16:07:44.073,,,
1315,2021-11-07 16:07:44.314,,,
1316,2021-11-07 16:07:44.556,,,
1317,2021-11-07 16:07:44.798,,,
1318,2021-11-07 16:07:45.040,,,
1319,2021-11-07 16:07:45.271,,,
1320,2021-11-07 16:07:45.513,,,
1321,2021-11-07 16:07:45.755,,,
1322,2021-11-07 16:07:45.997,,,
1323,2021-11-07 16:07:46.238,,,
1324,2021-11-07 16:07:46.480,,,
1325,2021-11-07 16:07:46.712,,,
1326,2021-11-07 16:07:46.953,,,
1327,2021-11-07 16:07:47.195,,,
1328,2021-11-07 16:07:47.437,,,
1329,2021-11-07 16:07:47.679,,,
1330,2021-11-07 16:07:47.910,,,
1331,2021-11-07 16:07:48.152,,,
1332,2021-11-07 16:07:48.394,,,
1333,2021-11-07 16:07:48.636,,,
1334,2021-11-07 16:07:48.877,,,
1335,2021-11-07 16:07:49.119,,,
1336,2021-11-07 16:07:49.351,,,
1337,2021-11-07 16:07:49.593,,,
1338,2021-11-07 16:07:49.834,,,
1339,2021-11-07 16:07:50.076,,,
1340,2021-11-07 16:07:50.318,,,
1341,2021-11-07 16:07:50.560,,,
1342,2021-11-07 16:07:50.791,,,
1343,2021-11-07 16:07:51.033,,,
1344,2021-11-07 16:07:51.275,,,
1345,2021-11-07 16:07:51.516,,,
1346,2021-11-07 16:07:51.758,,,
1347,2021-11-07 16:07:52.000,,,
1348,2021-11-07 16:07:52.232,,,
1349,2021-11-07 16:07:52.473,,,
1350,2021-11-07 16:07:52.715,,,
1351,2021-11-07 16:07:52.957,,,
1352,2021-11-07 16:07:53.199,,,
1353,2021-11-07 16:07:53.440,,,
1354,2021-11-07 16:07:53.672,,,
1355,2021-11-07 16:07:53.914,,,
1356,2021-11-07 16:07:54.156,,,
1357,2021-11-07 16:07:54.397,,,
1358,2021-11-07 16:07:54.639,,,
1359,2021-11-07 16:07:54.871,,,
1360,2021-11-07 16:07:55.112,,,
1361,2021-11-07 16:07:55.354,,,
1362,2021-11-07 16:07:55.596,,,
1363,2021-11-07 16:07:55.838,,,
1364,2021-11-07 16:07:56.079,,,
1365,2021-11-07 16:07:56.311,,,
1366,2021-11-07 16:07:56.553,,,
1367,2021-11-07 16:07:56.795,,,
1368,2021-11-07 16:07:57.036,,,
1369,2021-11-07 16:07:57.278,,,
1370,2021-11-07 16:07:57.520,,,
1371,2021-11-07 16:07:57.752,,,
1372,2021-11-07 16:07:58.003,,,
1373,2021-11-07 16:07:58.235,,,
1374,2021-11-07 16:07:58.477,,,
1375,2021-11-07 16:07:58.719,,,
1376,2021-11-07 16:07:58.960,,,
