,stamp,lon,lat,speed
43876,2021-11-07 18:05:53.114,,,
43877,2021-11-07 18:05:53.356,,,
43878,2021-11-07 18:05:53.598,,,
43879,2021-11-07 18:05:53.840,,,
43880,2021-11-07 18:05:54.071,,,
43881,2021-11-07 18:05:54.313,,,
43882,2021-11-07 18:05:54.555,,,
43883,2021-11-07 18:05:54.797,,,
43884,2021-11-07 18:05:55.038,,,
43885,2021-11-07 18:05:55.280,,,
43886,2021-11-07 18:05:55.512,,,
43887,2021-11-07 18:05:55.754,,,
43888,2021-11-07 18:05:55.995,,,
43889,2021-11-07 18:05:56.237,,,
43890,2021-11-07 18:05:56.479,,,
43891,2021-11-07 18:05:56.721,,,
43892,2021-11-07 18:05:56.952,,,
43893,2021-11-07 18:05:57.194,,,
43894,2021-11-07 18:05:57.436,,,
43895,2021-11-07 18:05:57.677,,,
43896,2021-11-07 18:05:57.919,,,
43897,2021-11-07 18:05:58.151,,,
43898,2021-11-07 18:05:58.393,,,
43899,2021-11-07 18:05:58.634,,,
43900,2021-11-07 18:05:58.876,,,
43901,2021-11-07 18:05:59.118,,,
43902,2021-11-07 18:05:59.360,,,
43903,2021-11-07 18:05:59.591,,,
43904,2021-11-07 18:05:59.833,,,
43905,2021-11-07 18:06:00.075,,,
43906,2021-11-07 18:06:00.317,,,
43907,2021-11-07 18:06:00.558,,,
43908,2021-11-07 18:06:00.800,,,
43909,2021-11-07 18:06:01.032,,,
43910,2021-11-07 18:06:01.273,,,
43911,2021-11-07 18:06:01.515,,,
43912,2021-11-07 18:06:01.757,,,
43913,2021-11-07 18:06:01.999,,,
43914,2021-11-07 18:06:02.240,,,
43915,2021-11-07 18:06:02.472,,,
43916,2021-11-07 18:06:02.714,,,
43917,2021-11-07 18:06:02.956,,,
43918,2021-11-07 18:06:03.197,,,
43919,2021-11-07 18:06:03.439,,,
43920,2021-11-07 18:06:03.681,,,
43921,2021-11-07 18:06:03.923,,,
43922,2021-11-07 18:06:04.154,,,
43923,2021-11-07 18:06:04.396,,,
43924,2021-11-07 18:06:04.638,,,
43925,2021-11-07 18:06:04.880,,,
43926,2021-11-07 18:06:05.121,,,
43927,2021-11-07 18:06:05.353,,,
43928,2021-11-07 18:06:05.595,,,
43929,2021-11-07 18:06:05.836,,,
43930,2021-11-07 18:06:06.078,,,
43931,2021-11-07 18:06:06.320,,,
43932,2021-11-07 18:06:06.562,,,
43933,2021-11-07 18:06:06.793,,,
43934,2021-11-07 18:06:07.035,,,
43935,2021-11-07 18:06:07.277,,,
43936,2021-11-07 18:06:07.519,,,
43937,2021-11-07 18:06:07.760,,,
43938,2021-11-07 18:06:08.002,,,
43939,2021-11-07 18:06:08.234,,,
43940,2021-11-07 18:06:08.476,,,
43941,2021-11-07 18:06:08.717,,,
43942,2021-11-07 18:06:08.959,,,
43943,2021-11-07 18:06:09.201,,,
43944,2021-11-07 18:06:09.443,,,
43945,2021-11-07 18:06:09.674,,,
43946,2021-11-07 18:06:09.926,,,
43947,2021-11-07 18:06:10.158,,,
43948,2021-11-07 18:06:10.399,,,
43949,2021-11-07 18:06:10.641,,,
43950,2021-11-07 18:06:10.883,,,
43951,2021-11-07 18:06:11.115,,,
43952,2021-11-07 18:06:11.356,,,
43953,2021-11-07 18:06:11.598,,,
43954,2021-11-07 18:06:11.840,,,
43955,2021-11-07 18:06:12.082,,,
43956,2021-11-07 18:06:12.313,,,
43957,2021-11-07 18:06:12.555,,,
43958,2021-11-07 18:06:12.797,,,
43959,2021-11-07 18:06:13.039,,,
43960,2021-11-07 18:06:13.280,,,
43961,2021-11-07 18:06:13.522,,,
43962,2021-11-07 18:06:13.754,,,
43963,2021-11-07 18:06:13.995,,,
43964,2021-11-07 18:06:14.237,,,
43965,2021-11-07 18:06:14.479,,,
43966,2021-11-07 18:06:14.721,,,
43967,2021-11-07 18:06:14.952,,,
43968,2021-11-07 18:06:15.194,,,
43969,2021-11-07 18:06:15.436,,,
43970,2021-11-07 18:06:15.678,,,
43971,2021-11-07 18:06:15.919,,,
43972,2021-11-07 18:06:16.161,,,
43973,2021-11-07 18:06:16.393,,,
43974,2021-11-07 18:06:16.635,,,
43975,2021-11-07 18:06:16.876,,,
43976,2021-11-07 18:06:17.118,,,
43977,2021-11-07 18:06:17.360,,,
43978,2021-11-07 18:06:17.602,,,
43979,2021-11-07 18:06:17.833,,,
43980,2021-11-07 18:06:18.075,,,
43981,2021-11-07 18:06:18.317,,,
43982,2021-11-07 18:06:18.558,,,
43983,2021-11-07 18:06:18.800,,,
43984,2021-11-07 18:06:19.042,,,
43985,2021-11-07 18:06:19.274,,,
43986,2021-11-07 18:06:19.515,,,
43987,2021-11-07 18:06:19.757,,,
43988,2021-11-07 18:06:19.999,,,
43989,2021-11-07 18:06:20.241,,,
43990,2021-11-07 18:06:20.482,,,
43991,2021-11-07 18:06:20.714,,,
43992,2021-11-07 18:06:20.956,,,
43993,2021-11-07 18:06:21.198,,,
43994,2021-11-07 18:06:21.439,,,
43995,2021-11-07 18:06:21.681,,,
43996,2021-11-07 18:06:21.923,,,
43997,2021-11-07 18:06:22.154,,,
43998,2021-11-07 18:06:22.396,,,
43999,2021-11-07 18:06:22.638,,,
44000,2021-11-07 18:06:22.880,,,
44001,2021-11-07 18:06:23.121,,,
44002,2021-11-07 18:06:23.363,,,
44003,2021-11-07 18:06:23.595,,,
44004,2021-11-07 18:06:23.837,,,
44005,2021-11-07 18:06:24.078,,,
44006,2021-11-07 18:06:24.320,,,
44007,2021-11-07 18:06:24.562,,,
44008,2021-11-07 18:06:24.794,,,
44009,2021-11-07 18:06:25.035,,,
44010,2021-11-07 18:06:25.277,,,
44011,2021-11-07 18:06:25.519,,,
44012,2021-11-07 18:06:25.761,,,
44013,2021-11-07 18:06:26.002,,,
44014,2021-11-07 18:06:26.234,,,
44015,2021-11-07 18:06:26.476,,,
44016,2021-11-07 18:06:26.717,,,
44017,2021-11-07 18:06:26.959,,,
44018,2021-11-07 18:06:27.201,,,
44019,2021-11-07 18:06:27.443,,,
44020,2021-11-07 18:06:27.674,,,
44021,2021-11-07 18:06:27.926,,,
44022,2021-11-07 18:06:28.158,,,
44023,2021-11-07 18:06:28.400,,,
44024,2021-11-07 18:06:28.641,,,
44025,2021-11-07 18:06:28.883,,,
44026,2021-11-07 18:06:29.115,,,
44027,2021-11-07 18:06:29.357,,,
44028,2021-11-07 18:06:29.598,,,
44029,2021-11-07 18:06:29.840,,,
44030,2021-11-07 18:06:30.082,,,
44031,2021-11-07 18:06:30.313,,,
44032,2021-11-07 18:06:30.555,,,
44033,2021-11-07 18:06:30.797,,,
44034,2021-11-07 18:06:31.039,,,
44035,2021-11-07 18:06:31.280,,,
44036,2021-11-07 18:06:31.522,,,
44037,2021-11-07 18:06:31.754,,,
44038,2021-11-07 18:06:31.996,,,
44039,2021-11-07 18:06:32.237,,,
44040,2021-11-07 18:06:32.479,,,
44041,2021-11-07 18:06:32.721,,,
44042,2021-11-07 18:06:32.963,,,
44043,2021-11-07 18:06:33.194,,,
44044,2021-11-07 18:06:33.436,,,
44045,2021-11-07 18:06:33.678,,,
44046,2021-11-07 18:06:33.930,,,
44047,2021-11-07 18:06:34.161,,,
44048,2021-11-07 18:06:34.403,,,
44049,2021-11-07 18:06:34.635,,,
44050,2021-11-07 18:06:34.876,,,
44051,2021-11-07 18:06:35.118,,,
44052,2021-11-07 18:06:35.360,,,
44053,2021-11-07 18:06:35.602,,,
44054,2021-11-07 18:06:35.843,,,
44055,2021-11-07 18:06:36.075,,,
44056,2021-11-07 18:06:36.317,,,
44057,2021-11-07 18:06:36.559,,,
44058,2021-11-07 18:06:36.800,,,
44059,2021-11-07 18:06:37.042,,,
44060,2021-11-07 18:06:37.284,,,
44061,2021-11-07 18:06:37.516,,,
44062,2021-11-07 18:06:37.757,,,
44063,2021-11-07 18:06:37.999,,,
44064,2021-11-07 18:06:38.241,,,
44065,2021-11-07 18:06:38.483,,,
44066,2021-11-07 18:06:38.724,,,
44067,2021-11-07 18:06:38.956,,,
44068,2021-11-07 18:06:39.198,,,
44069,2021-11-07 18:06:39.439,,,
44070,2021-11-07 18:06:39.681,,,
44071,2021-11-07 18:06:39.923,,,
44072,2021-11-07 18:06:40.165,,,
44073,2021-11-07 18:06:40.396,,,
44074,2021-11-07 18:06:40.638,,,
44075,2021-11-07 18:06:40.880,,,
44076,2021-11-07 18:06:41.122,,,
44077,2021-11-07 18:06:41.363,,,
44078,2021-11-07 18:06:41.595,,,
44079,2021-11-07 18:06:41.837,,,
44080,2021-11-07 18:06:42.079,,,
44081,2021-11-07 18:06:42.320,,,
44082,2021-11-07 18:06:42.562,,,
44083,2021-11-07 18:06:42.804,,,
44084,2021-11-07 18:06:43.035,,,
44085,2021-11-07 18:06:43.277,,,
44086,2021-11-07 18:06:43.519,,,
44087,2021-11-07 18:06:43.761,,,
44088,2021-11-07 18:06:44.002,,,
44089,2021-11-07 18:06:44.244,,,
44090,2021-11-07 18:06:44.476,,,
44091,2021-11-07 18:06:44.718,,,
44092,2021-11-07 18:06:44.959,,,
44093,2021-11-07 18:06:45.201,,,
44094,2021-11-07 18:06:45.443,,,
44095,2021-11-07 18:06:45.685,,,
44096,2021-11-07 18:06:45.926,,,
44097,2021-11-07 18:06:46.158,,,
44098,2021-11-07 18:06:46.400,,,
44099,2021-11-07 18:06:46.642,,,
44100,2021-11-07 18:06:46.883,,,
44101,2021-11-07 18:06:47.115,,,
44102,2021-11-07 18:06:47.357,,,
44103,2021-11-07 18:06:47.598,,,
44104,2021-11-07 18:06:47.840,,,
44105,2021-11-07 18:06:48.082,,,
44106,2021-11-07 18:06:48.324,,,
44107,2021-11-07 18:06:48.555,,,
44108,2021-11-07 18:06:48.797,,,
44109,2021-11-07 18:06:49.039,,,
44110,2021-11-07 18:06:49.281,,,
44111,2021-11-07 18:06:49.522,,,
44112,2021-11-07 18:06:49.764,,,
44113,2021-11-07 18:06:49.996,,,
44114,2021-11-07 18:06:50.238,,,
44115,2021-11-07 18:06:50.479,,,
44116,2021-11-07 18:06:50.721,,,
44117,2021-11-07 18:06:50.963,,,
44118,2021-11-07 18:06:51.205,,,
44119,2021-11-07 18:06:51.436,,,
44120,2021-11-07 18:06:51.678,,,
44121,2021-11-07 18:06:51.930,,,
44122,2021-11-07 18:06:52.161,,,
44123,2021-11-07 18:06:52.403,,,
44124,2021-11-07 18:06:52.645,,,
44125,2021-11-07 18:06:52.877,,,
44126,2021-11-07 18:06:53.118,,,
44127,2021-11-07 18:06:53.360,,,
44128,2021-11-07 18:06:53.602,,,
44129,2021-11-07 18:06:53.844,,,
44130,2021-11-07 18:06:54.075,,,
44131,2021-11-07 18:06:54.317,,,
44132,2021-11-07 18:06:54.559,,,
44133,2021-11-07 18:06:54.801,,,
44134,2021-11-07 18:06:55.042,,,
44135,2021-11-07 18:06:55.284,,,
44136,2021-11-07 18:06:55.516,,,
44137,2021-11-07 18:06:55.757,,,
44138,2021-11-07 18:06:55.999,,,
44139,2021-11-07 18:06:56.241,,,
44140,2021-11-07 18:06:56.483,,,
44141,2021-11-07 18:06:56.714,,,
44142,2021-11-07 18:06:56.956,,,
44143,2021-11-07 18:06:57.198,,,
44144,2021-11-07 18:06:57.440,,,
44145,2021-11-07 18:06:57.923,,,
44146,2021-11-07 18:06:58.165,,,
44147,2021-11-07 18:06:58.397,,,
44148,2021-11-07 18:06:58.638,,,
44149,2021-11-07 18:06:58.880,,,
44150,2021-11-07 18:06:59.122,,,
44151,2021-11-07 18:06:59.364,,,
44152,2021-11-07 18:06:59.605,,,
44153,2021-11-07 18:06:59.837,,,
44154,2021-11-07 18:07:00.079,,,
44155,2021-11-07 18:07:00.320,,,
44156,2021-11-07 18:07:00.562,,,
44157,2021-11-07 18:07:00.804,,,
44158,2021-11-07 18:07:01.046,,,
44159,2021-11-07 18:07:01.277,,,
44160,2021-11-07 18:07:01.519,,,
44161,2021-11-07 18:07:01.761,,,
44162,2021-11-07 18:07:02.003,,,
44163,2021-11-07 18:07:02.244,,,
44164,2021-11-07 18:07:02.486,,,
44165,2021-11-07 18:07:02.718,,,
44166,2021-11-07 18:07:02.960,,,
44167,2021-11-07 18:07:03.201,,,
44168,2021-11-07 18:07:03.480,,,3.309
44169,2021-11-07 18:07:03.520,,,4.244
44170,2021-11-07 18:07:03.560,,,5.044
44171,2021-11-07 18:07:03.600,,,5.789
44172,2021-11-07 18:07:03.640,,,6.456
44173,2021-11-07 18:07:03.680,,,7.052
44174,2021-11-07 18:07:03.720,,,7.582
44175,2021-11-07 18:07:03.760,,,8.058
44176,2021-11-07 18:07:03.800,,,8.567
44177,2021-11-07 18:07:03.840,,,8.346
44178,2021-11-07 18:07:03.880,,,8.14
44179,2021-11-07 18:07:03.920,,,7.912
44180,2021-11-07 18:07:03.960,,,7.453
44181,2021-11-07 18:07:04.000,,,7.389
44182,2021-11-07 18:07:04.040,,,7.325
44183,2021-11-07 18:07:04.080,,,7.261
44184,2021-11-07 18:07:04.120,,,7.2
44185,2021-11-07 18:07:04.160,,,7.112
44186,2021-11-07 18:07:04.200,,,6.821
44187,2021-11-07 18:07:04.240,,,6.562
44188,2021-11-07 18:07:04.280,,,6.289
44189,2021-11-07 18:07:04.320,,,6.074
44190,2021-11-07 18:07:04.360,,,5.888
44191,2021-11-07 18:07:04.400,,,5.726
44192,2021-11-07 18:07:04.440,,,5.587
44193,2021-11-07 18:07:04.480,,,5.46
44194,2021-11-07 18:07:04.520,,,5.361
44195,2021-11-07 18:07:04.560,,,5.289
44196,2021-11-07 18:07:04.600,,,5.22
44197,2021-11-07 18:07:04.640,,,5.157
44198,2021-11-07 18:07:04.680,,,5.098
44199,2021-11-07 18:07:04.720,,,5.051
44200,2021-11-07 18:07:04.760,,,5.027
44201,2021-11-07 18:07:04.800,,,5.116
44202,2021-11-07 18:07:04.840,,,5.206
44203,2021-11-07 18:07:04.880,,,5.298
44204,2021-11-07 18:07:04.920,,,5.389
44205,2021-11-07 18:07:04.960,,,5.471
44206,2021-11-07 18:07:05.000,,,5.553
44207,2021-11-07 18:07:05.040,,,5.674
44208,2021-11-07 18:07:05.080,,,5.558
44209,2021-11-07 18:07:05.120,,,5.443
44210,2021-11-07 18:07:05.160,,,5.328
44211,2021-11-07 18:07:05.200,,,5.216
44212,2021-11-07 18:07:05.240,,,5.11
44213,2021-11-07 18:07:05.280,,,5.008
44214,2021-11-07 18:07:05.320,,,4.911
44215,2021-11-07 18:07:05.360,,,4.833
44216,2021-11-07 18:07:05.400,,,4.908
44217,2021-11-07 18:07:05.440,,,4.986
44218,2021-11-07 18:07:05.480,,,5.065
44219,2021-11-07 18:07:05.520,,,5.142
44220,2021-11-07 18:07:05.560,,,5.221
44221,2021-11-07 18:07:05.600,,,5.301
44222,2021-11-07 18:07:05.640,,,5.382
44223,2021-11-07 18:07:05.680,,,5.461
44224,2021-11-07 18:07:05.720,,,5.589
44225,2021-11-07 18:07:05.760,,,5.593
44226,2021-11-07 18:07:05.800,,,5.597
44227,2021-11-07 18:07:05.840,,,5.602
44228,2021-11-07 18:07:05.880,,,5.616
44229,2021-11-07 18:07:05.920,,,5.639
44230,2021-11-07 18:07:05.960,,,5.679
44231,2021-11-07 18:07:06.040,,,5.99
44232,2021-11-07 18:07:06.080,,,6.144
44233,2021-11-07 18:07:06.120,,,6.299
44234,2021-11-07 18:07:06.160,,,6.452
44235,2021-11-07 18:07:06.200,,,6.589
44236,2021-11-07 18:07:06.240,,,6.739
44237,2021-11-07 18:07:06.280,,,6.889
44238,2021-11-07 18:07:06.320,,,7.026
44239,2021-11-07 18:07:06.360,,,7.113
44240,2021-11-07 18:07:06.400,,,7.195
44241,2021-11-07 18:07:06.440,,,7.277
44242,2021-11-07 18:07:06.480,,,7.361
44243,2021-11-07 18:07:06.520,,,7.311
44244,2021-11-07 18:07:06.560,,,7.263
44245,2021-11-07 18:07:06.600,,,7.215
44246,2021-11-07 18:07:06.640,,,7.18
44247,2021-11-07 18:07:06.680,,,7.145
44248,2021-11-07 18:07:06.720,,,7.111
44249,2021-11-07 18:07:06.760,,,7.076
44250,2021-11-07 18:07:06.800,,,7.042
44251,2021-11-07 18:07:06.840,,,7.004
44252,2021-11-07 18:07:06.880,,,6.967
44253,2021-11-07 18:07:06.920,,,6.93
44254,2021-11-07 18:07:06.960,,,6.889
44255,2021-11-07 18:07:07.000,,,6.851
44256,2021-11-07 18:07:07.040,,,6.812
44257,2021-11-07 18:07:07.080,,,6.771
44258,2021-11-07 18:07:07.120,,,6.731
44259,2021-11-07 18:07:07.160,,,6.691
44260,2021-11-07 18:07:07.200,,,6.651
44261,2021-11-07 18:07:07.240,,,6.772
44262,2021-11-07 18:07:07.280,,,6.897
44263,2021-11-07 18:07:07.320,,,7.023
44264,2021-11-07 18:07:07.360,,,7.13
44265,2021-11-07 18:07:07.400,,,7.346
44266,2021-11-07 18:07:07.440,,,7.309
44267,2021-11-07 18:07:07.480,,,7.273
44268,2021-11-07 18:07:07.520,,,7.18
44269,2021-11-07 18:07:07.560,,,7.044
44270,2021-11-07 18:07:07.600,,,6.911
44271,2021-11-07 18:07:07.640,,,6.779
44272,2021-11-07 18:07:07.680,,,6.652
44273,2021-11-07 18:07:07.720,,,6.526
44274,2021-11-07 18:07:07.760,,,6.402
44275,2021-11-07 18:07:07.800,,,6.28
44276,2021-11-07 18:07:07.840,,,6.161
44277,2021-11-07 18:07:07.880,,,6.055
44278,2021-11-07 18:07:07.920,,,5.968
44279,2021-11-07 18:07:07.960,,,5.959
44280,2021-11-07 18:07:08.000,,,5.95
44281,2021-11-07 18:07:08.040,,,5.942
44282,2021-11-07 18:07:08.080,,,5.934
44283,2021-11-07 18:07:08.120,,,5.943
44284,2021-11-07 18:07:08.160,,,5.915
44285,2021-11-07 18:07:08.200,,,5.888
44286,2021-11-07 18:07:08.240,,,5.854
44287,2021-11-07 18:07:08.280,,,5.78
44288,2021-11-07 18:07:08.320,,,5.674
44289,2021-11-07 18:07:08.360,,,5.569
44290,2021-11-07 18:07:08.400,,,5.462
44291,2021-11-07 18:07:08.440,,,5.361
44292,2021-11-07 18:07:08.480,,,5.278
44293,2021-11-07 18:07:08.520,,,5.269
44294,2021-11-07 18:07:08.560,,,5.263
44295,2021-11-07 18:07:08.600,,,5.259
44296,2021-11-07 18:07:08.640,,,5.257
44297,2021-11-07 18:07:08.680,,,5.257
44298,2021-11-07 18:07:08.720,,,5.26
44299,2021-11-07 18:07:08.760,,,5.274
44300,2021-11-07 18:07:08.800,,,5.289
44301,2021-11-07 18:07:08.840,,,5.305
44302,2021-11-07 18:07:08.880,,,5.34
44303,2021-11-07 18:07:08.920,,,5.29
44304,2021-11-07 18:07:08.960,,,5.239
44305,2021-11-07 18:07:09.000,,,5.188
44306,2021-11-07 18:07:09.040,,,5.113
44307,2021-11-07 18:07:09.080,,,5.04
44308,2021-11-07 18:07:09.120,,,4.938
44309,2021-11-07 18:07:09.160,,,4.845
44310,2021-11-07 18:07:09.200,,,4.755
44311,2021-11-07 18:07:09.240,,,4.693
44312,2021-11-07 18:07:09.280,,,4.633
44313,2021-11-07 18:07:09.320,,,4.573
44314,2021-11-07 18:07:09.360,,,4.514
44315,2021-11-07 18:07:09.400,,,4.456
44316,2021-11-07 18:07:09.440,,,4.41
44317,2021-11-07 18:07:09.480,,,4.363
44318,2021-11-07 18:07:09.520,,,4.319
44319,2021-11-07 18:07:09.560,,,4.279
44320,2021-11-07 18:07:09.600,,,4.238
44321,2021-11-07 18:07:09.640,,,4.197
44322,2021-11-07 18:07:09.680,,,4.153
44323,2021-11-07 18:07:09.720,,,4.112
44324,2021-11-07 18:07:09.760,,,4.077
44325,2021-11-07 18:07:09.800,,,4.042
44326,2021-11-07 18:07:09.840,,,4.008
44327,2021-11-07 18:07:09.880,,,3.974
44328,2021-11-07 18:07:09.920,,,3.934
44329,2021-11-07 18:07:09.960,,,3.871
44330,2021-11-07 18:07:10.000,,,3.808
44331,2021-11-07 18:07:10.040,,,3.77
44332,2021-11-07 18:07:10.080,,,3.758
44333,2021-11-07 18:07:10.120,,,3.749
44334,2021-11-07 18:07:10.160,,,3.744
44335,2021-11-07 18:07:10.200,,,3.745
44336,2021-11-07 18:07:10.240,,,3.749
44337,2021-11-07 18:07:10.280,,,3.757
44338,2021-11-07 18:07:10.320,,,3.883
44339,2021-11-07 18:07:10.360,,,3.875
44340,2021-11-07 18:07:10.400,,,3.869
44341,2021-11-07 18:07:10.440,,,3.864
44342,2021-11-07 18:07:10.480,,,3.872
44343,2021-11-07 18:07:10.520,,,3.892
44344,2021-11-07 18:07:10.560,,,3.905
44345,2021-11-07 18:07:10.600,,,3.898
44346,2021-11-07 18:07:10.640,,,3.888
44347,2021-11-07 18:07:10.680,,,3.846
44348,2021-11-07 18:07:10.720,,,3.8
44349,2021-11-07 18:07:10.760,,,3.758
44350,2021-11-07 18:07:10.800,,,3.743
44351,2021-11-07 18:07:10.840,,,3.75
44352,2021-11-07 18:07:10.880,,,3.762
44353,2021-11-07 18:07:10.920,,,3.735
44354,2021-11-07 18:07:10.960,,,3.751
44355,2021-11-07 18:07:11.000,,,3.758
44356,2021-11-07 18:07:11.040,,,3.723
44357,2021-11-07 18:07:11.080,,,3.635
44358,2021-11-07 18:07:11.120,,,3.553
44359,2021-11-07 18:07:11.160,,,3.484
44360,2021-11-07 18:07:11.200,,,3.437
44361,2021-11-07 18:07:11.240,,,3.422
44362,2021-11-07 18:07:11.280,,,3.416
44363,2021-11-07 18:07:11.320,,,3.418
44364,2021-11-07 18:07:11.360,,,3.402
44365,2021-11-07 18:07:11.400,,,3.395
44366,2021-11-07 18:07:11.440,,,3.405
44367,2021-11-07 18:07:11.480,,,3.41
44368,2021-11-07 18:07:11.520,,,3.4
44369,2021-11-07 18:07:11.560,,,3.399
44370,2021-11-07 18:07:11.600,,,3.423
44371,2021-11-07 18:07:11.640,,,3.42
44372,2021-11-07 18:07:11.680,,,3.41
44373,2021-11-07 18:07:11.720,,,3.402
44374,2021-11-07 18:07:11.760,,,3.413
44375,2021-11-07 18:07:11.800,,,3.42
44376,2021-11-07 18:07:11.840,,,3.422
44377,2021-11-07 18:07:11.880,,,3.427
44378,2021-11-07 18:07:11.920,,,3.431
44379,2021-11-07 18:07:11.960,,,3.436
44380,2021-11-07 18:07:12.000,,,3.452
44381,2021-11-07 18:07:12.040,,,3.412
44382,2021-11-07 18:07:12.080,,,3.368
44383,2021-11-07 18:07:12.120,,,3.328
44384,2021-11-07 18:07:12.160,,,3.295
44385,2021-11-07 18:07:12.200,,,3.257
44386,2021-11-07 18:07:12.240,,,3.223
44387,2021-11-07 18:07:12.280,,,3.186
44388,2021-11-07 18:07:12.320,,,3.145
44389,2021-11-07 18:07:12.360,,,3.106
44390,2021-11-07 18:07:12.400,,,3.073
44391,2021-11-07 18:07:12.440,,,3.039
44392,2021-11-07 18:07:12.480,,,3.009
44393,2021-11-07 18:07:12.520,,,2.978
44394,2021-11-07 18:07:12.560,,,2.943
44395,2021-11-07 18:07:12.600,,,2.907
44396,2021-11-07 18:07:12.640,,,2.875
44397,2021-11-07 18:07:12.680,,,2.839
44398,2021-11-07 18:07:12.720,,,2.808
44399,2021-11-07 18:07:12.760,,,2.781
44400,2021-11-07 18:07:12.800,,,2.749
44401,2021-11-07 18:07:12.840,,,2.719
44402,2021-11-07 18:07:12.880,,,2.69
44403,2021-11-07 18:07:12.920,,,2.661
44404,2021-11-07 18:07:12.960,,,2.628
44405,2021-11-07 18:07:13.000,,,2.6
44406,2021-11-07 18:07:13.040,,,2.573
44407,2021-11-07 18:07:13.080,,,2.545
44408,2021-11-07 18:07:13.120,,,2.515
44409,2021-11-07 18:07:13.160,,,2.49
44410,2021-11-07 18:07:13.200,,,2.468
44411,2021-11-07 18:07:13.240,,,2.441
44412,2021-11-07 18:07:13.280,,,2.414
44413,2021-11-07 18:07:13.320,,,2.389
44414,2021-11-07 18:07:13.360,,,2.362
44415,2021-11-07 18:07:13.400,,,2.311
44416,2021-11-07 18:07:13.440,,,2.258
44417,2021-11-07 18:07:13.480,,,2.205
44418,2021-11-07 18:07:13.520,,,2.154
44419,2021-11-07 18:07:13.560,,,2.104
44420,2021-11-07 18:07:13.600,,,2.053
44421,2021-11-07 18:07:13.640,,,2.001
44422,2021-11-07 18:07:13.680,,,1.948
44423,2021-11-07 18:07:13.720,,,1.898
44424,2021-11-07 18:07:13.760,,,1.85
44425,2021-11-07 18:07:13.800,,,1.799
44426,2021-11-07 18:07:13.840,,,1.748
44427,2021-11-07 18:07:13.880,,,1.698
44428,2021-11-07 18:07:13.920,,,1.654
44429,2021-11-07 18:07:13.960,,,1.608
44430,2021-11-07 18:07:14.000,,,1.559
44431,2021-11-07 18:07:14.040,,,1.513
44432,2021-11-07 18:07:14.080,,,1.469
44433,2021-11-07 18:07:14.120,,,1.424
44434,2021-11-07 18:07:14.160,,,1.379
44435,2021-11-07 18:07:14.200,,,1.338
44436,2021-11-07 18:07:14.240,,,1.295
44437,2021-11-07 18:07:14.280,,,1.254
44438,2021-11-07 18:07:14.320,,,1.215
44439,2021-11-07 18:07:14.360,,,1.148
44440,2021-11-07 18:07:14.400,,,1.099
44441,2021-11-07 18:07:14.644,,,
44442,2021-11-07 18:07:14.876,,,
44443,2021-11-07 18:07:15.117,,,
44444,2021-11-07 18:07:15.359,,,
44445,2021-11-07 18:07:15.601,,,
44446,2021-11-07 18:07:15.843,,,
44447,2021-11-07 18:07:16.074,,,
44448,2021-11-07 18:07:16.316,,,
44449,2021-11-07 18:07:16.558,,,
44450,2021-11-07 18:07:16.800,,,
44451,2021-11-07 18:07:17.041,,,
44452,2021-11-07 18:07:17.283,,,
44453,2021-11-07 18:07:17.515,,,
44454,2021-11-07 18:07:17.757,,,
44455,2021-11-07 18:07:17.998,,,
44456,2021-11-07 18:07:18.240,,,
44457,2021-11-07 18:07:18.482,,,
44458,2021-11-07 18:07:18.723,,,
44459,2021-11-07 18:07:18.955,,,
44460,2021-11-07 18:07:19.197,,,
44461,2021-11-07 18:07:19.439,,,
44462,2021-11-07 18:07:19.680,,,
44463,2021-11-07 18:07:19.922,,,
44464,2021-11-07 18:07:20.164,,,
44465,2021-11-07 18:07:20.396,,,
44466,2021-11-07 18:07:20.637,,,
44467,2021-11-07 18:07:20.879,,,
44468,2021-11-07 18:07:21.121,,,
44469,2021-11-07 18:07:21.363,,,
44470,2021-11-07 18:07:21.604,,,
44471,2021-11-07 18:07:21.836,,,
44472,2021-11-07 18:07:22.078,,,
44473,2021-11-07 18:07:22.320,,,
44474,2021-11-07 18:07:22.561,,,
44475,2021-11-07 18:07:22.803,,,
44476,2021-11-07 18:07:23.045,,,
44477,2021-11-07 18:07:23.276,,,
44478,2021-11-07 18:07:23.518,,,
44479,2021-11-07 18:07:23.760,,,
44480,2021-11-07 18:07:24.002,,,
44481,2021-11-07 18:07:24.243,,,
44482,2021-11-07 18:07:24.475,,,
44483,2021-11-07 18:07:24.717,,,
44484,2021-11-07 18:07:24.959,,,
44485,2021-11-07 18:07:25.200,,,
44486,2021-11-07 18:07:25.442,,,
44487,2021-11-07 18:07:25.674,,,
44488,2021-11-07 18:07:25.926,,,
44489,2021-11-07 18:07:26.157,,,
44490,2021-11-07 18:07:26.399,,,
44491,2021-11-07 18:07:26.641,,,
44492,2021-11-07 18:07:26.882,,,
44493,2021-11-07 18:07:27.114,,,
44494,2021-11-07 18:07:27.356,,,
44495,2021-11-07 18:07:27.598,,,
44496,2021-11-07 18:07:27.839,,,
44497,2021-11-07 18:07:28.081,,,
44498,2021-11-07 18:07:28.323,,,
44499,2021-11-07 18:07:28.555,,,
44500,2021-11-07 18:07:28.796,,,
44501,2021-11-07 18:07:29.038,,,
44502,2021-11-07 18:07:29.280,,,
